Year,Month,Variable,E.Anchorage,H.Annette_Island,A.Barrow,C.Bethel,D.Bettles,G.Cold_Bay,H.Cordova,D.Fairbanks,E.Homer,H.Juneau,C.King_Salmon,H.Kodiak,B.Kotzebue,D.McGrath,B.Nome,D.Northway,B.St_Paul_Island,E.Talkeetna,D.Tanana,H.Yakutat
1982,Sep,T,8.6,-14.7,-1.36,8.15,6.09,7.25,9.21,9.6,8.97,10.18,7.87,9.93,5.96,7.34,7.24,6.81,5.96,7.82,7.32,9.43
1982,Oct,T,-3.04,-9.14,-13.93,-1.73,-12.49,3.02,2.92,-7.5,0.42,5.66,-2.17,3.9,-6.62,-8.42,-3.86,-9.56,3.49,-5,-10.11,4.43
1982,Nov,T,-6.12,-13.02,-23.39,-6.27,-18.1,1.82,-1.1,-15.34,0.19,-0.82,-3.27,2.49,-11.01,-14.54,-6.81,-20.41,1.57,-8.48,-17.46,-0.04
1982,Dec,T,-5.85,-13.72,-22.91,-10.45,-18.92,-0.82,-0.61,-16.57,0.16,-0.23,-4.48,2.88,-13.7,-19.9,-10.13,-23.34,-1.33,-7.19,-18.16,-0.03
1983,Jan,T,-8.79,-11.82,-28.43,-15.1,-27.31,-4.13,-3.04,-23.87,-4.82,-1.03,-11.18,-0.71,-20.64,-26.23,-16.29,-30.13,-5.33,-10.85,-26.08,-0.85
1983,Feb,T,-5.91,-14.28,-26.29,-11.11,-19.03,-0.29,-0.48,-15.92,-0.94,-0.12,-7.42,2.74,-18.9,-18.03,-11.64,-20.39,-2.04,-7.5,-18.56,0.59
1983,Mar,T,-1.83,-16.59,-25.18,-7.43,-15.14,0.83,1.38,-10.13,2.28,1.54,0.66,4.69,-13.64,-12.72,-8.43,-13.93,-2.37,-3.51,-13.72,1.64
1983,Apr,T,2.96,-15.57,-16.29,-2.51,-2.83,2.68,3.79,2.96,3.56,5.88,2.48,5.41,-5.47,-0.98,-3.91,0.25,-0.12,1.92,-1.27,3.77
1983,May,T,9.23,-15.22,-8.42,6.08,6.24,5.35,7.88,10.23,7.82,9.78,8.09,8.1,3.11,8.44,6.57,8.08,2.67,8.87,7.08,7.56
1983,Jun,T,13.27,-15.83,1.42,10.73,14.66,9.08,11.08,16.83,10.98,13.11,12.12,11.07,5.71,13.68,9.57,13.64,6.52,13.57,14.69,11.58
1983,Jul,T,14.71,-14.08,3.35,NA,16.2,10.87,12.21,17.86,12.54,13.92,14.08,13.94,12.27,15.31,13.42,14.97,8.51,14.83,15.82,12.79
1983,Aug,T,13.37,-11.51,1.3,9.71,9.24,11.2,12.03,11.93,12.28,12.52,12.26,14.42,8.76,10.24,8.64,11.27,8.92,11.86,10.22,12.31
1983,Sep,T,7.39,-13.13,-4.53,5.65,1.06,8.48,7.31,5.09,8.21,8.89,7.49,10.79,3.69,4.29,4.61,1.78,6.71,5.86,2.96,7.32
1983,Oct,T,1.3,-9.15,-13.9,-3.04,-9.99,4.26,NA,-4.69,3.76,5.61,-1.8,6.01,-7.04,-5.45,-2.95,-5.56,2.73,-0.42,-8.04,4.62
1983,Nov,T,-3.93,-13.05,-17.04,-6.06,-13.06,1.43,1.72,-13.04,1.46,-0.15,-1.08,3.37,-9.09,-10.01,-5.57,-17.87,-0.67,-5.17,-13.57,-0.23
1983,Dec,T,-8.51,-15.63,-17.46,-6.23,-21.71,3.06,-4.66,-19.79,-1.57,-7.32,-2.72,3.37,-11.07,-17.57,-6.19,-27.21,1.32,-10.12,-19.66,-5.47
1984,Jan,T,-7.34,-11.21,-26.27,-14.63,-26.8,-0.49,-1.09,-21.03,-3.12,0.01,-8.13,0.37,-19.59,-22.21,-16.69,NA,-2.89,-11.61,-25.66,-0.54
1984,Feb,T,-7.03,-11.44,-36.09,-25.13,-31.22,-7.42,0.09,-25.18,-5.23,2.14,-18.96,-3.6,-29.43,-26.66,-25.68,NA,-12.32,-9.55,-28.74,0.65
1984,Mar,T,2.42,-13.14,-26.93,-4.04,-12.76,0.94,3.13,-5.79,3.32,4.22,2.4,3.63,-14.58,-7.42,-7.64,NA,-4.07,0.57,-11.64,3.2
1984,Apr,T,3.76,-14.61,-23.68,-5.57,-9.57,-0.22,4.54,-0.99,2.48,6.16,-1.54,2.6,-17.57,-6.12,-10.93,NA,-3.38,1.66,-6.62,3.68
1984,May,T,9.76,-14.83,-8.59,3.34,4.69,3.3,7.73,8.42,6.62,9.49,6.08,6.49,-4.41,4.59,-0.5,NA,0.83,7.5,6.09,6.45
1984,Jun,T,14.9,-12.57,3.25,12.19,15.69,8.32,11.19,16.42,11.23,11.94,11.29,10.64,5.68,14,9.82,NA,6.25,13.18,15.61,9.18
1984,Jul,T,15.98,-14.02,4.97,12.83,14.53,9.83,12.6,16.03,12.53,13.06,12.03,13.18,10.71,14.28,10.6,NA,7.86,14.39,15.01,11.39
1984,Aug,T,13.64,-13.76,3.55,9.86,9.39,12.63,12.26,12.08,12.74,12.96,11.93,14.14,8.32,10.92,7.14,NA,9.4,12.47,10.76,12.21
1984,Sep,T,9.57,-14.75,1.21,8.13,5.75,9.83,9.42,8.23,9.5,9.98,8.87,10.73,7.21,6.89,7.23,NA,7.81,9.14,6.56,9.23
1984,Oct,T,1.96,-10.41,-8.27,-0.98,-6.24,4.87,3.48,-3.39,4.19,4.68,-1.05,5.34,-2.15,-3.99,-1.4,NA,3.89,0.8,-4.87,4.83
1984,Nov,T,-6.79,-13.14,-22.24,-8.68,-21.06,2.76,-2.93,-17.74,-0.99,-0.26,-5.29,1.02,-13.38,-16.77,-8.89,-19.82,1.39,-8.28,-18.73,-0.23
1984,Dec,T,-7.31,-13.42,-25.33,-7.04,-22.28,2.92,-3.52,-19.5,-0.73,-4.31,-4.08,3.08,-14.98,-17.02,-11.16,-24.81,0.42,-9.91,-21.22,-2.19
1985,Jan,T,-0.98,-11.19,-21.84,-3.51,-12.06,2.28,2.27,-11.65,2.21,2.43,0.33,3.96,-8.81,-11.04,-4.23,-17.5,0.99,-2.27,-12.98,3.08
1985,Feb,T,-10.32,-12.42,-27.31,-15.07,-25.77,-2.3,-5.71,-23.01,-6.49,-2.75,-11.88,-1.78,-21.67,-22.18,-18.08,-25.39,-4.74,-13.59,-23.92,-2.44
1985,Mar,T,-2.97,-13.23,-24.92,-10.12,-13.99,-1.04,-1.02,-9.69,-1.1,1.84,-5.23,1.87,-20.19,-10.25,-14.57,-12.33,-5.61,-5.99,-12.09,0.25
1985,Apr,T,-2.03,-13.58,-21.46,-13.17,-11.82,-2.92,-0.03,-6.25,-2.29,3.5,-6.21,-0.12,-20.76,-11.71,-17.06,-6.68,-6.59,-4.33,-9.68,1.09
1985,May,T,7.25,-15.46,-5.19,2.48,5.12,3.46,4.9,8.17,5.18,7.62,4.39,5.26,-3.03,4.78,-0.12,NA,1.56,5.72,6.17,5.25
1985,Jun,T,11.03,-15.96,2.08,8.69,13.43,5.81,8.51,14.34,8.24,10.76,8.54,7.85,4.07,11.66,5.04,10.48,3.72,11.32,13.52,8.08
1985,Jul,T,14.71,-16.81,3.86,14.86,15.69,10.31,11.58,17.28,11.92,13.29,12.41,11.28,12.26,15.7,10.82,NA,7.66,15.31,16.1,11.33
1985,Aug,T,12.88,-14.9,3.64,11.96,11.93,10.41,10.43,13.48,11.01,11.99,11.33,12.32,11.89,11.08,10.47,11.01,8.63,12.04,12.58,10.78
1985,Sep,T,8.67,-14.16,-1.75,7.5,3.69,9.73,8.16,6.04,8.39,9.39,8.54,10.58,4.57,6.02,4.89,4.08,6.88,7.19,5.66,8.46
1985,Oct,T,-0.92,-10.89,-12.03,-2.79,-9.66,4.2,1.12,-7.37,0.43,4.22,-2.97,2.53,-6.22,-6.48,-3.45,NA,2.88,-2.81,-7.39,3.04
1985,Nov,T,-10.03,-15.13,-16.27,-4.22,-21.49,3.84,-9.18,-20.4,-3.97,-6.15,-3.83,0.44,-11.72,-18.75,-6.32,-23.51,2.9,-13.86,-20.57,-6.35
1985,Dec,T,-2.52,-12.33,-21.61,-3.71,-13.96,1.97,1.75,-13.53,1.74,0.27,1.21,2.44,-10.64,-12.12,-4.28,-18.19,1.04,-3.71,-14.44,0.92
1986,Jan,T,-3.58,-10.66,-26.1,-16.84,-20.83,-4.25,1.09,-18.92,-1.22,1.29,-8.39,0.71,-19.44,-21.04,-14.92,-21.24,-5.54,-5.78,-20.66,1.08
1986,Feb,T,-5.71,-16,-22.64,-9.08,-17.61,-1.99,-2.31,-15.17,-2.88,-1.86,-5.53,-0.95,-13.86,-15.3,-9.74,-22.31,-3.51,-7.12,-16.67,-1.66
1986,Mar,T,-4.4,-12.26,-27.6,-10.49,NA,-2.81,-2.57,-14.44,-2.89,1.84,-5.82,0.19,-20.51,-15.86,-14.27,-15.52,-6.48,-5.82,-17.63,0.84
1986,Apr,T,-0.56,-13.79,-22.03,-5.14,-12.1,0.08,0.29,-4.46,0.06,2.96,-2.19,1.22,-15.49,-6.13,-11.08,-8.41,-2.28,-1.78,-8.74,0.99
1986,May,T,8.07,-14.16,-6.61,3.97,5.27,3.31,6.96,8.78,5.58,8.07,5.61,6.41,-1.29,6.41,0.88,5.68,2.12,7.79,7.33,6.43
1986,Jun,T,12.53,-15.78,1.37,11.37,15.24,7.06,10.39,16.99,9.96,12.37,9.94,8.57,6.43,14.5,11.03,12.69,5.79,13.18,NA,9.56
1986,Jul,T,14.41,-15.49,5.52,12.81,15.38,10.95,12.39,17.53,11.69,13.74,12.03,12.29,11.8,15.31,11.42,14.88,8.48,14.51,NA,12.19
1986,Aug,T,12.39,-15.96,4.17,10.74,9.69,10.62,10.83,12.61,11.37,12.44,11.24,11.68,10,11.22,9.22,10.09,8.79,11.24,10.89,11.03
1986,Sep,T,9.18,-14.61,2.68,7.21,4.89,9.87,9.57,7.9,8.72,10.4,9.32,10.28,5.08,7.33,5.47,6.29,8.01,8.23,6.96,8.67
1986,Oct,T,3.86,-4.72,-8.71,-1.67,-8.29,5.68,5.72,-2.73,4.65,7.64,2.25,6.79,-5.96,-3.94,-2.24,-4.24,3.92,2.71,-5.37,6.09
1986,Nov,T,-3.91,-11.26,-17.6,-6.46,-20.5,2.75,-0.35,-17.67,-0.19,-0.84,-3.21,2.37,-12.48,-15.64,-6.11,-21.68,1.79,-6.26,-19.07,0.14
1986,Dec,T,-2.09,-12.11,-21.33,-5.82,-14.82,1.31,2.95,-13.72,1.01,2.22,-0.76,2.08,-12.34,-13.12,-7.03,-20.01,-0.21,-4.41,-14.81,2.01
1987,Jan,T,-5.1,-11.77,-25.02,-12.71,-20.35,-0.87,0.58,-17.43,-1.36,0.62,-6.07,1.07,-18.92,-17.88,-14.39,-22.54,-2.56,-7.05,-20.61,0.02
1987,Feb,T,-3.75,-12.97,-28.9,-11.62,-20.58,-0.46,1.37,-16.98,0.08,1.52,-4.29,2.29,-17.98,-17.45,-11.96,-18.8,-2.3,-5.32,-18.76,0.93
1987,Mar,T,-2.91,-15.17,-24.27,-6.78,-14.43,0.88,-0.64,-10.31,-0.22,-0.1,-1.24,1.86,-15.47,-10.71,-8.44,-14.78,-1.45,-4.25,-12.99,-0.96
1987,Apr,T,3.29,-11.49,-20.39,-4.74,-6.04,1.24,3.82,1.64,2.6,5.29,0.18,3.38,-13.47,-2.52,-7.49,-0.49,-1.41,2.03,-3.01,3.76
1987,May,T,8.43,-13.16,-6.58,4.05,7.33,3.76,7.26,10.49,6.84,8.78,5.98,7.09,0.35,7.57,2.71,7.6,2.56,7.72,8.41,7.19
1987,Jun,T,11.03,-13.63,1.17,10.24,14.6,6.92,9.36,16.61,10.04,10.89,9.57,8.71,8.84,13.43,9.49,12.38,6.04,11.91,15.69,8.85
1987,Jul,T,13.91,-17.18,3.84,13.26,15.93,10.47,12.63,17.89,12.61,14.75,13.28,13.23,13.67,15.41,11.66,15.02,8.71,14.38,16.41,12.02
1987,Aug,T,14.05,-15.72,3.83,13.51,11.69,11.56,13.06,14.29,12.72,14.17,13.88,13.59,11.86,13.67,11.14,12.13,9.61,13.74,13.32,12.19
1987,Sep,T,8.84,-8.11,-2.07,5.64,2.85,8.26,8.84,6.72,8.01,10.03,7.46,9.1,3.18,5.75,3.78,4.41,6.31,7.52,5.35,8.98
1987,Oct,T,3.84,-13.87,-5.08,1.31,-3.42,4.97,5.14,0.51,4.26,6.86,3.04,5.41,-0.71,0.38,0.67,-3.55,3.59,2.57,-1.03,5.93
1987,Nov,T,-2.83,-7.88,-20.78,-10.71,-15.71,-1.14,2.56,-14.47,-0.46,4.46,-8.61,0.71,-14.84,-14.23,-11.21,-16.57,-2.17,-4.38,-14.67,2.82
1987,Dec,T,-7.67,-11.02,-22.71,-16.82,-20.61,-2.05,-3.48,-19.52,-4.04,1.24,-12.53,-2.23,-19.22,-21.71,-15.26,-23.26,-3.39,-11.28,-22.81,-1.11
1988,Jan,T,-7.79,-12.51,-23.6,-9.42,-20.58,-0.46,-3.39,-20.73,-2.33,-2.78,-3.57,0.11,-13.66,-19.78,-10.24,-27.49,-2.62,-10.41,-19.73,-3.08
1988,Feb,T,-5.17,-14.41,-25.74,-12.66,-17.79,-1.04,0.44,-15.59,-0.88,0.29,-2.98,1.27,-17.01,-16.71,-13.54,-22.41,-4.36,-6.39,-17.3,-0.01
1988,Mar,T,-0.41,-10.16,-24.85,-14.11,-13.07,-3.3,1.98,-7.88,0.83,3.09,-3.99,1.48,-19.02,-10.23,-14.21,-10.79,-7.88,-2.02,-11.21,1.79
1988,Apr,T,2.82,-13.81,-17,-3.75,-3.39,-0.54,3.66,0.9,2.54,5.37,-0.49,2.63,-7.99,-2.28,-5.04,-1.21,-3.49,2.25,-1.68,3.73
1988,May,T,9.16,-12.83,-6.78,6.53,8.67,4.62,7.85,11.55,7.21,9.12,6.94,7.18,1.29,9.75,6.19,8.26,1.74,9.16,9.76,6.56
1988,Jun,T,12.9,-14.8,0.84,11.25,15.18,7.76,11.53,17.14,10.66,12.22,11.54,10.89,7.03,14.44,8.83,13.19,5.66,13.37,16.06,10.23
1988,Jul,T,14.9,-13.8,3.81,15.52,16.61,10.53,12.29,18.76,12.93,12.08,13.78,12.27,11.19,17.36,11.67,14.96,8.68,16.03,17.47,11.34
1988,Aug,T,13.34,-13.33,2.07,11.26,11.58,10.58,12.16,14.62,12.16,12.12,11.93,12.81,11.12,12.48,10.77,11.61,9.26,13.39,13.44,11.57
1988,Sep,T,8.88,-13.01,-2.1,7.26,4.52,8.24,8.57,6.86,7.77,8.96,7.64,9.25,6.04,6.49,NA,4.9,7.18,7.67,6.44,8.07
1988,Oct,T,0.68,-11.51,-16.69,-2.66,-12.65,4.72,5.63,-8.14,3.04,6.71,-0.6,5.13,-7.73,-8.13,-3.54,-7.69,3.99,-0.29,-8.55,5.91
1988,Nov,T,-6.43,-10.02,-25.33,-13.91,-20.72,0.25,-0.76,-19.49,-3.14,2.32,-10.08,0.37,-16.94,-19.9,-13.43,-19.27,-1.39,-8.86,-19.43,0.79
1988,Dec,T,-5.59,-13.05,-22.97,-11.21,-17.53,-0.62,-1.58,-15.45,-2.59,-0.41,-6.21,-0.92,-15.64,-13.91,-13.12,-22.68,-2.48,-7.68,-15.11,-1.73
1989,Jan,T,-15.87,-9.29,-31.08,-24.96,-35.29,-5.41,-9.14,-29.58,-11.69,-3.63,-19.36,-5.75,-28.81,-33.07,-26.24,-32.67,-5.41,-21.11,-35.01,-5.73
1989,Feb,T,-8.01,-17.71,-12.63,-3.27,-14.26,1.64,-7.81,-15.89,-3.44,-4.49,-1.79,0.53,-7.97,-13.59,-5.27,-21.46,1.14,-11.35,-14.7,-6.52
1989,Mar,T,-4.69,-15.33,NA,-8.56,-17.42,-0.31,-3.11,-14.04,-2.58,-1.46,-4.71,0.6,-14.83,NA,-10.47,-17.12,-0.89,-6.64,-15.96,-2.67
1989,Apr,T,4.04,-16.71,-14.46,-1.69,-3.03,1.23,4.54,2.31,3.24,5.94,2.28,4.07,-6.14,0.82,-4.1,1.6,0.98,2.37,-0.42,3.82
1989,May,T,7.94,-16.29,-8.14,3.41,5.44,4.78,7.78,8.76,6.38,9.4,5.54,7.07,-1.33,6.23,-0.31,7.28,3.21,7.69,7.4,7.33
1989,Jun,T,12.9,-16.11,2.52,11.21,13.57,7.74,10.74,15.63,10.07,12.99,10.87,10.02,6.72,13.78,8.21,12.83,5.89,12.99,14.57,10.28
1989,Jul,T,15.22,-16.79,7.52,12.53,14.9,10.48,14.09,18.09,12.86,15.58,13.49,13.99,12.31,15.76,9.87,16.13,8.47,15.76,16.22,12.69
1989,Aug,T,14.98,-16.48,8.22,12.29,13.23,11.84,12.83,15.98,13.71,14.51,13.94,13.95,12.19,13.76,10.29,13.98,9.88,14.22,13.91,NA
1989,Sep,T,10.34,-14.88,1.92,9.04,6.21,9.89,9.34,9.22,10.51,11.32,10.93,11.07,7.54,8.28,7.92,6.69,8.38,9.26,7.84,10.52
1989,Oct,T,1.08,-10.06,-7.79,-0.19,-6.81,5.72,3.75,-3.24,3.37,5.39,2.58,5.06,-4.65,-3.56,-1.03,-5.74,4.56,-1.06,-4.29,4.99
1989,Nov,T,-8.21,-8.09,-24.77,-12.91,-23.08,0.06,-3.29,-21.74,-3.46,0.46,-7.76,0.02,-17.54,-20.16,-12.41,-22.78,-1.03,-10.46,-22.28,-1.51
1989,Dec,T,-4.33,-7.89,-23.03,-11.23,-17.37,-0.41,1.21,-15.32,-0.92,2.23,-6.93,1.46,-14.69,-17.11,-10.85,-19.51,-1.43,-6.77,-16.74,2.63
1990,Jan,T,-9.2,-12.2,-30.51,-16.3,-27,-0.91,-4.83,-24.94,-5.22,-3.13,-8.48,-1.47,-22.56,-24.02,-16.46,-28.3,-2.81,-13,-25.89,-3.24
1990,Feb,T,-15.69,-14.57,-30.67,-24.57,-34.08,-3.19,-8.41,-29.83,-9.94,-3.83,-18.77,-4.29,-31.17,-29.94,-27.36,-29.87,-6.92,-20.09,-32.11,-5.27
1990,Mar,T,-1.89,-12.27,-24.12,-10.13,-11.64,0.06,0.41,-7.49,0.19,2.44,-3.67,1.77,-16.81,-8.45,-11.8,-11.04,-3.2,-2.91,-9.71,1.41
1990,Apr,T,4.37,-15.57,-13.62,0.9,-1.51,2.43,4.13,3.4,4.39,5.96,4.03,5,-8.93,2.47,-3.35,0.84,-0.82,3.41,1.82,4.72
1990,May,T,9.89,-15.68,-3.07,6.41,10.57,5.18,8.04,12.79,8.14,9.84,7.66,7.61,3.47,9.38,4.42,9.68,3.16,9.56,10.24,8.26
1990,Jun,T,13.92,-14.33,3.13,11.21,15.04,8.28,11.35,16.42,11.01,12.76,10.78,11.48,7.57,14.69,8.43,13.84,6.23,15.15,14.85,11.71
1990,Jul,T,14.78,-16.29,5.73,14.12,16.93,10.03,12.44,18.47,12.62,15.15,13.35,12.03,14.87,16.9,13.28,15.72,8.78,16.01,16.98,12.82
1990,Aug,T,14.28,-14.58,2.94,12.97,14.01,11.2,12.39,15.57,12.88,14.48,13.3,13.9,13.77,14.21,12.44,12.83,9.37,14.14,14.34,13.25
1990,Sep,T,9.75,-14.08,-0.32,6.49,3.68,8.66,9.18,7.1,9.38,10.68,8.59,10.83,4.5,5.89,4.61,5.84,6.68,8.09,5.03,10.65
1990,Oct,T,0.15,-9.58,-8.43,-0.96,-7.71,4.61,3.08,-4.4,2.84,4.81,-0.28,4.34,-4.19,-3.67,-0.93,-7.75,3.41,-2.03,-4.97,4.22
1990,Nov,T,-12.26,-13.84,-21.57,-8.41,-24.93,1.43,-6.88,-20.46,-6.46,-3.14,-8.16,-1.04,-15.58,-16.43,-9.67,-25.84,0.82,-15.16,-19.89,-4.28
1990,Dec,T,-9.59,-10.82,-26.52,-12.54,-25.85,2.44,-4.62,-21.24,-3.62,-4.64,-6.49,-0.52,-21.58,-21.51,-15.66,-25.21,-0.1,-11.37,-22.34,-4.21
1991,Jan,T,-8.93,-13.09,-25.19,-12.71,-22.22,-0.52,NA,-20.36,-4.26,-3.98,-8.09,-0.96,-19.41,-19.38,-13.96,-24.49,-3.91,-11.34,-20.94,-4.9
1991,Feb,T,-6.92,-12.11,-27.89,-14.51,-21.29,-5.15,-0.76,-18.4,-3.93,1.61,-9.92,-2.54,-20.39,-18.22,-14.52,-20.49,-12.47,-8.27,-20.67,0.33
1991,Mar,T,-4.59,-14.01,-27.6,-7.72,-16.21,1.26,-2.16,-11.17,-1.38,0.62,-3.49,0.89,-19.37,-10.34,-13,-11.63,-2.46,-7.11,-13.8,-1.17
1991,Apr,T,3.17,-15.31,-15.96,-1.04,-2.92,1.99,3.34,1.91,3.65,5.34,2.41,3.88,-9.71,-0.26,-3.91,0.07,-2.28,2.44,-0.81,3.43
1991,May,T,8.08,-14.57,-2.21,6.59,9.21,4.41,6.58,10.64,6.62,8.99,6.92,7.14,0.57,8.33,3.79,7.88,2.43,7.49,8.76,6.43
1991,Jun,T,13.15,-15.39,2.73,11.93,16.67,7.5,10.47,17.66,10.16,12.79,10.21,9.83,10.16,15.19,10.57,13.51,5.51,14.41,16.14,10.82
1991,Jul,T,14.16,-13.24,3.23,14.07,14.94,10.42,11.06,15.87,12.28,12.91,12.88,12.08,12.46,14.4,12.79,13.87,9.14,14.36,15.24,12.53
1991,Aug,T,13.04,-12.66,2.27,12.05,10.92,10.87,11.37,12.44,11.52,12.77,12.03,12.37,10.97,12,10.86,11.1,9.57,12.69,11.7,11.93
1991,Sep,T,10.54,-11.77,-1.18,9.74,7.1,9.71,8.82,8.86,10.16,10.16,10.39,10.17,7.68,9.39,8.86,7.38,7.65,9.33,8.54,10.29
1991,Oct,T,0.56,-7.93,-8.08,2.08,-6.43,5.54,3.86,-3.96,3.84,4.52,2.88,5.37,-1.51,-2.22,0.73,-6.67,4.81,-1.27,-3.6,4.34
1991,Nov,T,-3.9,-4.82,-22.23,-10.28,-20.88,2.18,1.6,-17.48,0.25,2.34,-4.93,3.04,-13.57,-16.27,-8.19,-19.18,0.92,-5.67,-18.17,2.46
1991,Dec,T,-6.42,-5.06,-26.52,-16.65,-21.9,-1.27,-1.69,-19.36,-2.65,0.89,-9.4,-1.01,-20.38,-21.86,-17.77,-23.94,-2.95,-8.95,-21.43,1.19
1992,Jan,T,-6.52,-9.15,-28.11,-14.9,-20.37,-1.59,-0.26,-20.38,-2.28,2.02,-7.92,0.68,-17.11,-19.61,-13.18,-22.63,-4.11,-8.54,-20.75,1.24
1992,Feb,T,-9.43,-14.31,-29.06,-17.9,-24.61,-3.69,-3.57,-22.59,-6.31,0.37,-16.07,-2.41,-22.57,-20.22,-17.79,-23.73,-3.82,-10.33,-22.17,-0.78
1992,Mar,T,-3.95,-13.33,-22.91,-12.13,-12.39,-1.19,-0.46,-10.01,-2.13,2.73,-5.56,0.13,-20.5,-11.07,-14.89,-11.23,-6.3,-5.48,-11.49,1.02
1992,Apr,T,1.74,-12.13,-17.38,-3.35,-6.96,0.61,2.82,-3.29,2.52,5.02,0.21,3.87,-12.65,-2.78,-5.74,-3.23,-2.32,0.12,-4.32,3.72
1992,May,T,7.81,-13.44,-6.28,2.41,1.1,4.62,6.79,5.44,6.26,7.97,5.93,6.94,-4.91,4.34,-2.51,4.44,0.84,6.3,3.41,6.92
1992,Jun,T,13.24,-15.13,2.12,11.4,15.51,8.87,10.9,15.56,11.28,12.87,11.42,10.47,6.57,14.24,8.71,12.96,5.77,13.38,15.13,10.82
1992,Jul,T,15.29,-15.73,4.27,14.08,17.12,9.93,12.08,17.79,13.04,13.86,13.1,13,14.11,16.14,11.08,15.92,7.66,15.22,16.62,12.63
1992,Aug,T,13.2,-15.45,3.89,11.8,11.58,10.35,11.11,13.6,12.13,13.28,12.18,12.03,9.94,12.93,9.03,12.22,8.72,12.46,13.35,11.1
1992,Sep,T,4.6,-8.23,-3.89,3.13,-1.49,7.64,5.9,-0.19,5.99,8.18,4.98,7.98,0.07,0.89,0.92,-1.57,5.65,2.94,0.19,6.56
1992,Oct,T,-0.44,-11.5,-10.81,-2.99,-10.19,3.84,1.73,-8.06,2.32,4.73,-0.22,4.51,-7.33,-7.4,-4.63,-9.4,2.92,-1.42,-7.82,2.83
1992,Nov,T,-2.73,-9.94,-18.37,-8.41,-17.88,0.51,0.69,-12.03,-0.16,3.54,-4.74,1.88,-14.15,-11.22,-10.65,-16.46,-0.61,-5.53,-14.63,2.41
1992,Dec,T,-9.43,-12.81,-22.59,-12.76,-25.09,0.21,-6.77,-22,-4.78,-3.6,-7.11,-1.22,-19.09,-20.09,-15.49,-24.64,-2.79,-14.56,-23.59,-4.05
1993,Jan,T,-9.75,-11.08,-24.77,-15.6,-24.08,-2.76,-6.54,-19.91,-4.36,-4.18,-9.47,-2.62,-22.78,-18.37,-20.31,-23.04,-5.29,-13.26,-21.44,-6.63
1993,Feb,T,-6.1,-8.59,-23.91,-7.09,-18.11,-0.51,-1.39,-16.47,-2.63,-0.99,-5.19,-0.62,-15.32,-15.19,-9.58,-19.1,-3.17,-6.3,-17.4,-1.34
1993,Mar,T,-1.81,-14.24,-24.74,-5.82,-11.93,0.62,0.8,-8.23,0.8,2.11,-0.5,1.84,-17.4,-7.57,-10.44,-11.14,-2.75,-3.73,-9.53,0.5
1993,Apr,T,4.78,-14.53,-14.18,1.6,-0.29,2.99,5.25,5.07,4.71,6.89,4.98,4.63,-6.98,2.68,-2.43,1.4,0.75,3.6,1.39,5.11
1993,May,T,10.38,-15.16,-5,7.63,7.78,5.51,8.76,12.03,8.86,11.13,9.02,8.39,0.78,10.25,4.51,9.93,2.95,9.81,10.06,8.74
1993,Jun,T,13.52,-15.82,2.46,11.97,15.97,8.43,10.88,16.64,10.62,13.22,11.74,10.49,8.74,14.44,11,14.08,6.18,14.04,15.68,11.51
1993,Jul,T,16.16,-15.47,7.29,14.23,17.53,11.08,13.22,18.67,13.58,15.32,14.36,13.95,15.01,17.31,13.41,16.07,9.68,16.49,17.68,13.69
1993,Aug,T,14.88,-15.87,2.65,12.35,10.68,11.49,13.04,13.39,13.2,13.91,13.32,13.94,9.68,12.81,9.91,12.51,10.48,13.57,12.59,12.64
1993,Sep,T,9.35,-14.74,0.23,6.97,2.65,9.46,8.99,6.71,9.49,10.68,9.19,10.41,3.54,5.96,3.85,6.18,7.74,7.09,5.59,9.23
1993,Oct,T,3.71,-11.36,-4.94,1.38,-4.04,5.68,5.94,-1.52,4.91,7.69,3.39,5.8,-1.7,-0.63,0.28,-2.15,5,2.22,-1.55,6.96
1993,Nov,T,-3.81,-9.67,-14.92,-3.94,-17.68,3.41,0.84,-13.1,0.28,2.68,-1.32,3.06,-11.54,-11.02,-5.82,-16.15,2.46,-7.32,-14.1,1.43
1993,Dec,T,-4.47,-8.31,-22.23,-8.74,-16.79,-0.17,0.54,-17.44,0.21,2.18,-4.11,1.68,-12.83,-14.86,-9.29,-23.24,-2.31,-5.86,-15.73,0.64
1994,Jan,T,-5.72,-10.01,-22.77,-13.81,-17.4,-0.11,-1.58,-18.59,-1.02,-2.4,-6.03,1.39,-17.33,-18.38,-15.03,-24.5,-2.95,-6.24,-18.18,-1.68
1994,Feb,T,-8.28,-13.87,-22.7,-11.77,-22.37,-0.36,-5.54,-21.32,-4.9,-7.57,-9.84,-1.05,-16.22,-15.82,-10.96,-25.96,-1.45,-10.17,-20.43,-6
1994,Mar,T,-3.54,-12.36,-27.91,-13.51,-18.29,-3.12,1.09,-11.98,-2.24,2.6,-6.94,-0.89,-21.82,-13.88,-15.98,-11.8,-8.01,-5.1,-15.94,1.36
1994,Apr,T,3.65,-14.47,-17.79,-1.53,-4.42,0.91,4.89,1.46,3.91,6.29,2.21,3.71,-11.46,-0.25,-6.97,1.68,-3.48,2.69,-1.48,4.96
1994,May,T,8.39,-13.94,-7.43,6.76,8.76,3.95,6.93,10.87,7.39,8.95,7.47,6.77,0.44,9.73,5.71,8.2,1.02,8.21,10.19,6.89
